MISSOURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
64063,"$100,000 under $200,000",1630,170,1380,80,1500,50,840,930,4530,** ,0,** ,0,110,430,217664,1630,220036,1500,175494,870,964,490,1731,460,1148,110,85,290,6363,420,2828,250,6934,440,15128,** ,50,138,260,6051,130,3376,660,2372,100,27,30,377,60,442,40,240,330,402,1340,31833,1340,31404,210,428,290,7965,40291,50,857,280,1878,** ,** ,270,1152,220,180,280,2569,290,2620,240,1913,0,0,** ,** ,0,0,250,2324,0,0,390,1675,1630,176101,1630,26169,0,0,** ,** ,960,2900,160,15,210,124,170,216,0,0,810,2371,50,56,220,971,0,0,** ,** ,1620,26292,0,0,0,0,** ,** ,160,132,0,0,1620,23269,1620,24483,** ,** ,** ,** ,580,2133,1040,3914,1010,3696,50,219,
64063,"$200,000 or more",310,30,270,** ,300,** ,210,110,920,** ,0,** ,0,** ,80,97082,310,98081,290,62609,220,500,150,895,140,679,20,32,70,809,150,6211,60,3009,70,3807,** ,** ,** ,30,616,90,16238,100,999,** ,** ,** ,** ,30,392,** ,** ,0,0,190,4579,190,4532,20,47,120,5134,44988,** ,** ,120,2202,** ,** ,120,605,100,98,120,1164,120,1322,100,1072,0,0,** ,** ,0,0,110,1774,0,0,120,2760,310,84609,310,17893,0,0,0,0,190,525,60,11,30,18,0,0,0,0,150,411,** ,** ,60,369,0,0,0,0,300,17644,0,0,0,0,0,0,0,0,0,0,310,17368,310,18157,140,105,130,242,170,2205,140,1647,130,1357,20,190,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64064,,"9,620","3,970","4,520",900,"8,820",290,"5,200","5,440","19,210",100,20,80,0,730,"2,850","1,050,762","9,620","1,064,331","7,900","691,017","4,280","9,309","2,880","23,864","2,690","17,023",430,460,"1,640","33,641","2,590","42,620","1,710","46,691","2,260","69,590",40,150,599,"1,900","37,644",980,"95,967","2,730","13,569",320,87,100,"2,527",460,"4,108",140,859,910,"1,054","7,950","143,505","7,950","139,875","1,780","3,630","1,670","57,008","380,309",380,"7,197","1,450","16,987",210,342,"1,570","10,042","1,270","1,289","1,630","14,439","1,660","14,802","1,370","15,459",0,0,60,44,70,430,"1,430","15,010",80,"1,810","2,220","17,233","8,150","838,163","8,090","153,427",0,0,150,207,"4,210","10,090","1,040",608,670,374,520,571,400,68,"2,890","7,722",160,106,"1,350","5,625",240,"1,930",280,"2,133","9,140","155,956",740,"1,617",620,"1,425",590,"1,076",390,345,100,91,"7,530","143,339","7,840","151,881",540,785,630,"1,291","2,790","20,002","6,580","23,840","6,270","18,976",410,"4,858",
64064,"$1 under $25,000",2230,1840,170,190,1970,110,910,1400,2040,70,20,50,0,190,470,24469,2230,25042,1740,18529,470,301,300,495,270,302,** ,** ,270,1416,260,166,190,1263,280,2099,** ,30,145,160,344,40,3,320,573,** ,** ,0,0,30,121,** ,** ,60,61,2190,25776,2190,25095,370,681,40,1344,649,40,861,** ,** ,20,12,30,134,30,14,40,171,40,188,20,191,0,0,0,0,0,0,30,72,0,0,90,51,790,4208,760,429,0,0,40,12,260,91,30,1,** ,** ,70,44,90,13,70,22,** ,** ,240,332,120,909,120,881,1910,3023,440,1042,370,941,220,338,80,70,70,45,610,337,800,681,0,0,0,0,210,191,1790,2531,1780,2518,** ,** ,
64064,"$25,000 under $50,000",1560,920,280,310,1410,50,710,1120,2540,30,** ,30,0,240,370,58621,1560,59378,1270,45212,440,510,250,927,230,558,40,20,210,2248,220,406,200,2629,290,4541,** ,50,193,300,2518,50,-161,400,757,60,14,** ,** ,40,143,40,181,200,217,1460,23091,1460,22568,260,523,100,2630,3813,60,1310,80,131,30,30,70,361,60,40,90,488,90,493,60,502,0,0,0,0,0,0,70,240,** ,** ,210,276,1530,32825,1510,3594,0,0,60,44,640,787,60,4,100,59,120,126,250,44,390,551,20,10,160,406,90,707,100,735,1480,5847,300,575,250,484,260,546,60,51,30,46,1220,2807,1290,3257,0,0,0,0,280,487,1260,3069,1240,3016,40,61,
64064,"$50,000 under $75,000",1150,550,370,170,1060,30,610,730,2070,** ,** ,** ,0,100,390,71292,1150,72182,910,49506,460,572,280,860,260,539,60,42,180,2239,230,882,230,3783,320,8186,** ,** ,** ,300,5363,70,674,350,890,40,10,** ,** ,40,190,** ,** ,180,244,1010,17958,1010,17432,260,526,140,3467,8938,60,1042,110,331,30,38,130,538,100,67,140,889,140,904,110,884,0,0,** ,** ,** ,** ,100,478,** ,** ,210,484,1150,49385,1150,6042,0,0,30,50,460,917,90,4,60,34,70,80,60,11,330,755,** ,** ,130,452,30,314,30,299,1120,7196,** ,** ,** ,** ,70,135,40,41,** ,** ,1070,5125,1100,5640,0,0,0,0,330,767,830,2312,810,2263,30,49,
64064,"$75,000 under $100,000",1030,300,580,110,960,20,610,620,2280,** ,** ,** ,0,90,410,89655,1030,90882,800,57350,520,696,320,2013,290,1382,80,73,210,3537,280,1518,260,5306,340,11050,** ,20,62,310,7030,80,1321,330,1227,50,14,** ,** ,60,435,20,139,130,130,840,17748,840,17206,260,542,190,4608,16453,60,739,160,644,30,50,180,843,150,110,180,1489,190,1511,150,1293,0,0,** ,** ,20,19,150,862,30,537,290,864,1030,66417,1020,8633,0,0,20,101,520,1269,130,28,70,37,90,105,0,0,380,1069,30,14,160,554,** ,** ,30,218,1010,9212,0,0,0,0,40,57,50,49,** ,** ,1000,7365,1010,7993,0,0,0,0,310,1019,720,2220,690,2051,40,168,
64064,"$100,000 under $200,000",2450,280,2040,100,2300,60,1470,1180,6810,** ,** ,** ,0,110,820,347282,2450,351117,2110,252357,1460,2275,1000,5685,940,3866,180,191,490,9147,880,7604,560,17796,730,28814,40,50,199,590,15488,330,10146,910,3835,140,41,40,532,130,1039,80,539,340,402,1820,43509,1820,42522,460,987,630,19294,91489,120,2197,580,4004,50,79,610,3463,480,410,620,5819,630,5951,550,5776,0,0,30,19,** ,** ,550,4851,** ,** ,800,3583,2450,280675,2450,42620,0,0,** ,** ,1530,4440,370,111,320,181,170,216,0,0,1210,3754,70,48,390,1663,0,0,** ,** ,2430,41710,0,0,0,0,** ,** ,160,134,0,0,2430,38181,2440,40076,** ,** ,** ,** ,1050,4018,1390,5600,1300,4927,130,673,
64064,"$200,000 or more",1200,80,1080,20,1120,20,890,390,3470,0,0,0,0,** ,390,459443,1200,465730,1070,268063,930,4955,730,13884,700,10376,70,134,280,15054,720,32044,270,15914,300,14900,** ,** ,** ,240,6901,410,83984,420,6287,30,8,60,1995,160,2180,** ,** ,0,0,630,15423,630,15052,170,371,570,25665,258967,40,1048,520,11877,50,133,550,4703,450,648,560,5583,570,5755,480,6813,0,0,30,25,50,411,530,8507,50,1273,620,11975,1200,404653,1200,92109,0,0,** ,** ,800,2586,360,460,120,63,0,0,0,0,510,1571,40,34,270,2218,0,0,** ,** ,1190,88968,0,0,0,0,0,0,0,0,0,0,1200,89524,1200,94234,540,785,630,1291,610,13520,590,8108,450,4201,170,3907,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64067,,"2,430","1,090",930,380,"2,230",80,"1,240","1,600","4,680",0,0,0,0,450,710,"121,381","2,430","122,771","2,020","85,962",730,"1,215",380,"2,105",340,"1,345",20,10,320,"2,075",320,"2,802",290,"3,082",600,"14,645",100,60,133,450,"5,437",100,"2,558",520,"1,390",50,13,0,0,50,268,20,108,210,210,"2,390","42,357","2,390","41,353",500,"1,004",70,"1,719","9,417",30,462,50,360,0,0,60,142,40,52,60,420,60,429,30,289,0,0,0,0,0,0,40,337,0,0,290,906,"1,830","79,990","1,830","10,884",0,0,50,38,850,"1,443",110,19,80,29,110,108,210,39,590,"1,224",0,0,250,618,120,"1,183",130,"1,228","2,310","14,302",500,"1,313",460,"1,203",380,681,80,70,30,18,"1,540","9,442","1,680","10,216",0,0,0,0,420,"1,293","1,940","5,370","1,930","5,209",30,76,
64067,"$1 under $25,000",920,590,130,190,820,40,370,620,1340,0,0,0,0,190,230,11535,920,11684,710,8881,150,126,70,63,60,41,0,0,110,657,50,53,70,337,150,1424,** ,40,83,70,129,** ,** ,110,149,0,0,0,0,30,67,0,0,20,15,920,13337,920,12986,180,351,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,330,1805,330,186,0,0,** ,** ,120,39,** ,** ,20,9,** ,** ,50,10,60,22,0,0,80,122,70,568,70,578,820,2015,340,932,320,864,210,320,20,15,30,18,240,148,330,274,0,0,0,0,60,50,790,1791,790,1781,** ,** ,
64067,"$25,000 under $50,000",640,300,190,130,590,40,320,460,1220,0,0,0,0,140,180,23174,640,23361,550,18348,160,202,70,115,60,86,20,10,70,398,50,136,50,580,130,2202,40,** ,** ,130,906,30,232,130,187,30,8,0,0,** ,** ,20,108,60,44,640,11118,640,10873,120,245,** ,** ,** ,** ,** ,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,90,107,630,11841,630,1277,0,0,50,38,300,306,** ,** ,** ,** ,60,54,120,22,200,243,0,0,60,119,50,615,60,650,620,2491,160,381,140,339,140,308,30,25,** ,** ,460,971,500,1103,0,0,0,0,100,111,540,1498,540,1492,** ,** ,
64067,"$50,000 under $75,000",370,130,190,40,350,** ,220,240,790,0,0,0,0,60,120,23011,370,23239,320,17148,140,224,80,248,70,181,** ,** ,50,186,70,356,60,586,130,2951,30,20,50,100,1391,30,319,100,228,** ,** ,0,0,** ,** ,** ,** ,50,52,360,6990,360,6839,80,151,40,893,2520,30,462,20,75,0,0,30,53,20,30,30,165,30,174,** ,** ,0,0,0,0,0,0,20,104,0,0,60,97,370,15406,370,1818,0,0,** ,** ,160,346,40,3,30,7,** ,** ,40,7,120,314,0,0,40,56,** ,** ,** ,** ,370,2218,** ,** ,** ,** ,30,53,** ,** ,0,0,340,1472,350,1540,0,0,0,0,90,123,280,800,280,787,30,76,
64067,"$75,000 under $100,000",230,40,180,20,210,** ,150,140,600,0,0,0,0,40,70,19979,230,20187,200,15020,100,135,60,261,50,192,** ,** ,40,431,50,284,40,429,80,2445,** ,** ,** ,60,1156,** ,** ,80,208,20,5,0,0,20,201,** ,** ,40,45,220,4956,220,4855,50,101,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,30,289,0,0,0,0,0,0,** ,** ,0,0,50,110,230,14631,230,1785,0,0,** ,** ,120,337,20,3,** ,** ,30,33,0,0,100,295,0,0,30,80,0,0,** ,** ,230,1986,0,0,0,0,** ,** ,30,30,0,0,230,1448,230,1544,0,0,0,0,60,151,170,591,170,588,** ,** ,
64067,"$100,000 under $200,000",230,30,200,** ,220,** ,140,140,610,0,0,0,0,20,110,29744,230,30362,200,20113,140,364,70,408,70,318,** ,** ,50,403,70,640,70,1150,110,5623,30,** ,** ,90,1855,40,2007,100,618,** ,** ,0,0,** ,** ,** ,** ,40,54,220,5198,220,5068,70,156,30,826,6897,** ,** ,30,285,0,0,30,89,20,22,30,255,30,255,** ,** ,0,0,0,0,0,0,20,233,0,0,70,341,230,23822,230,3397,0,0,0,0,120,347,50,13,30,13,20,21,0,0,110,350,0,0,40,241,0,0,0,0,230,3404,0,0,0,0,0,0,** ,** ,0,0,230,3050,230,3217,0,0,0,0,90,375,140,560,150,561,** ,** ,
64067,"$200,000 or more",40,** ,40,** ,40,0,40,** ,120,0,0,0,0,0,** ,13938,40,"** 139,380",40,6452,40,164,30,1010,30,527,0,0,** ,** ,30,1333,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,30,758,30,732,** ,** ,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,** ,** ,0,0,20,251,40,12485,40,2421,0,0,0,0,30,68,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,40,2188,0,0,0,0,0,0,0,0,0,0,40,2353,40,2538,0,0,0,0,20,483,20,130,** ,** ,** ,** ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64068,,"17,520","8,000","7,240","1,870","16,250",470,"8,380","11,350","33,600",320,30,290,0,"1,990","4,630","1,326,411","17,520","1,340,115","14,720","950,592","6,610","9,314","3,350","17,336","3,100","12,586",550,444,"2,490","32,361","2,920","52,778","2,290","45,667","3,850","94,610",170,320,917,"2,920","46,628",970,"72,531","4,370","13,704",530,142,80,"1,671",450,"3,604",210,"1,063","1,830","2,104","15,900","280,120","15,900","274,012","3,080","6,108","1,620","52,775","297,654",380,"6,849","1,430","14,695",170,251,"1,480","6,369","1,250","1,070","1,580","12,603","1,620","12,862","1,260","11,692",30,142,60,23,40,319,"1,350","17,010",80,"1,956","2,710","17,451","14,320","992,195","14,260","160,944",0,0,260,477,"6,780","15,184","1,040",219,880,509,980,"1,064","1,080",196,"4,910","12,350",200,285,"1,990","6,156",420,"2,902",470,"3,370","16,670","180,030","1,920","4,353","1,700","3,891","1,600","2,828",740,643,150,138,"12,790","145,761","13,460","155,109",370,502,440,"1,546","3,720","16,186","13,260","40,925","12,990","34,718",370,"6,187",
64068,"$1 under $25,000",4950,3910,410,540,4510,220,1850,3270,5180,220,30,190,0,580,1160,56898,4950,57625,3800,43738,970,591,450,736,410,443,20,10,520,2791,360,590,400,2383,750,6199,** ,60,154,340,765,50,-64,610,727,** ,** ,** ,** ,50,136,** ,** ,160,150,4890,61495,4890,59719,970,1776,60,1430,876,50,859,** ,** ,30,21,40,110,30,18,60,179,60,183,20,135,0,0,0,0,** ,** ,30,120,0,0,160,85,1810,10322,1780,1043,0,0,60,27,620,207,40,3,30,11,120,66,270,43,210,81,** ,** ,420,551,200,1457,200,1424,4290,7528,1130,2674,1010,2417,590,902,180,155,90,82,1400,837,1780,1414,0,0,0,0,340,243,4090,6355,4070,6309,20,26,
64068,"$25,000 under $50,000",3740,2170,730,700,3490,70,1650,2820,6170,80,** ,80,0,670,840,137734,3740,139234,3170,110420,970,740,450,1019,400,605,40,15,400,3396,380,1145,400,4514,730,11729,30,80,249,680,5303,100,318,810,1500,100,24,0,0,60,317,50,190,420,436,3610,57864,3610,56716,570,1148,130,3276,5047,80,1705,90,148,50,42,100,317,90,44,120,484,130,508,70,504,0,0,** ,** ,0,0,80,421,** ,** ,390,540,3680,76291,3660,8346,0,0,120,103,1510,1779,120,8,150,94,210,219,630,122,970,1307,50,44,300,708,170,1156,180,1262,3640,14550,750,1665,660,1463,690,1330,110,95,60,56,2910,6567,3080,7378,0,0,0,0,560,743,3160,7904,3150,7843,30,61,
64068,"$50,000 under $75,000",2520,1050,1020,350,2340,60,1240,1770,5050,** ,** ,** ,0,350,700,156291,2520,157810,2160,121483,920,773,440,1171,400,796,90,58,360,3125,360,1075,350,5260,610,14299,20,60,153,540,8971,90,963,720,1519,70,19,** ,** ,50,288,40,140,380,481,2320,43095,2320,42161,470,934,200,4554,12997,80,1292,180,532,20,31,180,519,140,84,200,1100,200,1136,150,1101,30,142,** ,** ,** ,** ,140,686,30,256,400,710,2520,107859,2520,13154,0,0,40,100,1090,2421,140,9,130,72,150,160,180,31,840,2120,** ,** ,270,648,50,289,50,370,2490,15611,40,14,30,11,230,422,80,68,** ,** ,2270,10733,2350,11493,0,0,0,0,540,1086,1980,5191,1960,5125,30,66,
64068,"$75,000 under $100,000",2140,500,1450,150,1980,50,1180,1390,5220,20,** ,20,0,200,690,185912,2140,187647,1850,138572,1080,1057,500,2043,470,1469,110,78,390,4399,440,2636,360,7134,630,18100,30,50,154,530,11342,130,1158,680,1735,110,31,** ,** ,70,387,40,185,330,408,1900,41659,1900,40744,440,915,240,5964,21229,60,1261,220,859,20,43,220,781,180,122,230,1639,240,1706,190,1468,** ,** ,** ,** ,** ,** ,190,1144,** ,** ,490,1126,2140,136967,2140,17371,0,0,40,247,1050,3013,170,14,180,108,180,212,0,0,860,2592,50,48,310,825,** ,** ,40,314,2120,19007,0,0,0,0,90,174,100,91,** ,** ,2060,14358,2090,15341,0,0,0,0,570,1360,1570,5008,1520,4871,60,137,
64068,"$100,000 under $200,000",3300,310,2840,130,3110,70,1840,1820,9310,** ,0,** ,0,190,970,444546,3300,448816,2950,346465,1970,2562,1050,4595,970,3409,210,174,620,10532,900,5993,600,16993,920,32630,50,70,207,680,16268,320,8653,1240,4270,220,61,40,498,120,1075,80,548,540,629,2680,63879,2680,62756,530,1123,620,18314,88269,110,1732,590,4010,30,55,590,2429,520,419,610,5635,620,5699,530,4628,** ,** ,60,23,** ,** ,560,5612,30,622,850,3681,3300,358444,3290,53163,0,0,** ,** ,1940,5871,360,39,310,185,320,407,0,0,1640,4992,80,112,480,1966,** ,** ,** ,** ,3270,52992,0,0,0,0,** ,** ,270,234,0,0,3280,47292,3290,49661,** ,** ,** ,** ,1250,4650,2050,7927,1970,7329,110,599,
64068,"$200,000 or more",870,60,790,** ,820,** ,620,280,2670,0,0,0,0,** ,270,345030,870,348983,790,189914,700,3591,460,7772,450,5864,80,109,200,8118,480,41339,180,9383,210,11653,40,** ,** ,150,3979,280,61503,310,3953,30,7,40,1173,100,1401,** ,** ,0,0,500,12128,500,11916,100,212,370,19237,169236,** ,** ,350,9146,20,59,350,2213,290,383,360,3566,370,3630,300,3856,** ,** ,** ,** ,40,319,350,9027,20,1078,420,11309,870,302312,870,67867,0,0,0,0,570,1893,210,146,80,39,0,0,0,0,390,1258,20,81,210,1458,0,0,0,0,860,70342,0,0,0,0,0,0,0,0,0,0,870,65974,870,69822,370,502,440,1546,460,8104,410,8540,320,3241,120,5298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64070,,"1,730",690,890,130,"1,590",60,980,"1,050","3,480",0,0,0,0,140,540,"141,691","1,730","143,334","1,400","100,329",720,825,360,"1,399",310,897,80,54,310,"3,284",340,"2,529",260,"4,081",440,"11,109",70,40,119,350,"5,418",140,"7,855",450,"1,643",30,8,0,0,60,462,20,133,150,149,"1,520","28,562","1,520","27,862",350,700,200,"6,078","33,479",50,715,180,"1,276",20,15,190,799,150,120,200,"1,567",200,"1,588",170,"1,687",0,0,0,0,0,0,150,"1,209",0,0,320,"2,203","1,420","106,765","1,420","17,870",0,0,40,24,660,"1,829",110,8,100,50,100,112,60,14,500,"1,330",30,86,240,665,50,445,70,480,"1,630","17,316",130,292,120,252,120,206,90,68,0,0,"1,310","16,040","1,380","17,013",30,47,40,43,390,"1,764","1,270","4,058","1,240","3,533",40,496,
64070,"$1 under $25,000",450,360,60,20,410,40,210,280,450,0,0,0,0,40,140,5160,450,5240,330,4050,100,43,50,88,40,60,** ,** ,60,328,40,51,40,199,80,829,** ,20,66,50,93,30,-15,70,80,0,0,0,0,** ,** ,0,0,** ,** ,430,5580,430,5389,100,191,30,1014,765,30,526,** ,** ,20,15,20,85,** ,** ,30,109,30,121,** ,** ,0,0,0,0,0,0,** ,** ,0,0,** ,** ,150,868,150,87,0,0,** ,** ,40,15,** ,** ,** ,** ,30,24,** ,** ,** ,** ,0,0,50,63,20,169,30,174,380,585,80,160,70,140,40,58,** ,** ,0,0,130,71,180,144,0,0,0,0,50,35,350,476,350,471,** ,** ,
64070,"$25,000 under $50,000",290,150,90,40,270,** ,150,220,500,0,0,0,0,60,100,10490,290,10610,210,7693,100,63,50,84,40,53,** ,** ,50,315,50,80,40,356,90,1582,40,** ,** ,80,585,** ,** ,70,120,** ,** ,0,0,30,141,** ,** ,40,36,270,4771,270,4624,70,147,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,30,110,0,0,60,47,280,5342,280,575,0,0,40,24,120,117,** ,** ,20,12,** ,** ,60,14,80,89,** ,** ,40,55,30,276,40,306,280,1158,50,132,50,112,50,104,50,36,0,0,220,457,240,524,0,0,0,0,30,52,250,685,250,664,** ,** ,
64070,"$50,000 under $75,000",260,90,120,40,240,** ,160,170,540,0,0,0,0,** ,90,16486,260,16683,210,12026,110,86,60,122,50,72,40,26,40,233,50,214,50,576,80,2070,** ,** ,** ,70,1201,** ,** ,80,197,** ,** ,0,0,** ,** ,20,133,40,35,230,4535,230,4417,60,118,30,672,2115,** ,** ,40,77,** ,** ,30,101,40,15,30,187,30,188,40,385,0,0,0,0,0,0,** ,** ,0,0,40,87,260,11176,260,1337,0,0,** ,** ,110,243,50,2,** ,** ,30,36,** ,** ,90,211,** ,** ,20,66,** ,** ,** ,** ,250,1650,0,0,0,0,30,44,** ,** ,0,0,240,1094,240,1169,0,0,0,0,60,117,200,597,200,588,** ,** ,
64070,"$75,000 under $100,000",220,40,160,30,200,20,120,150,580,0,0,0,0,20,60,18951,220,19165,190,14942,100,109,50,277,40,139,** ,** ,50,390,50,242,40,514,50,1342,** ,20,53,50,996,20,238,70,214,30,8,0,0,** ,** ,** ,** ,30,23,180,4107,180,4026,40,81,40,856,3327,20,189,40,140,0,0,40,143,30,26,40,285,40,290,30,251,0,0,0,0,0,0,30,171,0,0,60,135,220,13843,220,1723,0,0,** ,** ,110,369,** ,** ,20,10,** ,** ,0,0,100,321,30,86,40,85,** ,** ,** ,** ,220,1883,0,0,0,0,** ,** ,** ,** ,0,0,210,1355,210,1450,0,0,0,0,40,111,170,542,170,530,** ,** ,
64070,"$100,000 under $200,000",420,50,380,** ,390,** ,270,200,1170,0,0,0,0,20,120,55534,420,56039,380,42857,250,375,120,571,110,400,40,28,110,2018,110,1254,90,2436,120,4049,30,** ,** ,100,2543,60,1526,130,505,** ,** ,0,0,30,321,** ,** ,40,55,350,8269,350,8125,80,163,70,2174,9776,** ,** ,70,430,0,0,70,293,60,54,70,659,70,662,70,746,0,0,0,0,0,0,60,495,0,0,120,686,420,44375,420,6433,0,0,** ,** ,230,703,60,6,60,28,40,52,0,0,200,595,** ,** ,90,396,0,0,** ,** ,410,6328,0,0,0,0,** ,** ,40,32,0,0,420,5730,420,6041,0,0,0,0,170,684,250,963,230,882,40,496,
64070,"$200,000 or more",90,** ,80,0,80,0,70,30,240,0,0,0,0,** ,30,35070,90,35597,80,18761,60,149,30,257,30,173,** ,** ,** ,** ,40,688,** ,** ,20,1237,** ,** ,** ,** ,** ,30,6106,30,527,** ,** ,0,0,** ,** ,** ,** ,0,0,60,1300,60,1281,** ,** ,30,1362,17496,0,0,30,629,0,0,30,177,20,25,30,327,30,327,30,305,0,0,0,0,0,0,30,433,0,0,40,1248,90,31161,90,7715,0,0,0,0,50,382,** ,** ,** ,** ,0,0,0,0,30,114,** ,** ,** ,** ,0,0,0,0,90,5712,0,0,0,0,0,0,0,0,0,0,90,7333,90,7685,30,47,40,43,40,765,50,795,40,398,** ,** ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64071,,360,160,170,30,330,0,240,210,680,0,0,0,0,40,100,"18,549",360,"18,689",270,"13,556",130,180,50,121,50,75,0,0,50,346,50,208,40,559,80,"1,373",50,20,64,80,875,0,0,80,140,0,0,0,0,0,0,0,0,0,0,350,"6,315",350,"6,155",80,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,124,270,"11,891",280,"1,499",0,0,0,0,130,231,0,0,0,0,0,0,30,4,70,179,0,0,40,108,0,0,0,0,340,"1,878",50,114,40,94,40,71,0,0,0,0,240,"1,268",260,"1,449",0,0,0,0,80,191,260,686,260,674,0,0,
64071,"$1 under $25,000",110,80,20,** ,100,0,70,70,140,0,0,0,0,** ,30,1337,110,1386,80,974,20,8,** ,** ,30,62,0,0,30,154,** ,** ,** ,** ,** ,** ,** ,20,64,** ,** ,0,0,40,49,0,0,0,0,0,0,0,0,0,0,110,1584,110,1530,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,30,195,40,20,0,0,0,0,** ,** ,0,0,0,0,0,0,** ,** ,20,20,0,0,** ,** ,0,0,0,0,100,203,50,114,40,94,** ,** ,0,0,0,0,30,18,40,39,0,0,0,0,** ,** ,90,174,90,174,0,0,
64071,"$25,000 under $50,000",100,50,30,30,90,0,60,50,170,0,0,0,0,40,30,3382,100,"** 33,820",70,2412,30,38,30,75,** ,** ,0,0,** ,** ,30,74,** ,** ,60,918,30,** ,** ,40,234,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,100,1658,100,1616,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,90,1683,90,171,0,0,0,0,60,34,0,0,0,0,0,0,30,4,** ,** ,0,0,40,108,0,0,0,0,90,299,** ,** ,** ,** ,40,71,0,0,0,0,70,139,80,175,0,0,0,0,30,45,70,164,70,164,0,0,
64071,"$50,000 under $75,000",70,30,40,** ,60,0,50,40,140,0,0,0,0,** ,20,4203,70,4236,50,2934,50,111,** ,** ,20,13,0,0,20,192,** ,** ,40,559,** ,** ,** ,** ,** ,40,641,0,0,20,33,0,0,0,0,0,0,0,0,0,0,70,1357,70,1319,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,70,2772,70,332,0,0,0,0,40,97,0,0,0,0,0,0,** ,** ,30,83,0,0,** ,** ,0,0,0,0,70,393,** ,** ,** ,** ,** ,** ,0,0,0,0,60,277,60,317,0,0,0,0,20,56,50,131,50,128,0,0,
64071,"$75,000 under $100,000",30,** ,30,** ,30,0,20,20,80,0,0,0,0,** ,20,2730,30,2788,30,2031,** ,** ,20,46,** ,** ,0,0,** ,** ,20,134,** ,** ,20,455,20,** ,** ,** ,** ,0,0,20,58,0,0,0,0,0,0,0,0,0,0,30,712,30,702,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,30,1988,30,243,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,30,267,0,0,0,0,0,0,0,0,0,0,30,200,30,202,0,0,0,0,30,90,20,80,20,80,0,0,
